trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2587,False,"{'a': 0.5, 'e': 0.07514810622902345}",25,11,29.446175393593215,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2588,False,"{'a': 0.5, 'e': 0.07507295812279442}",35,23,19.262196025120808,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2589,False,"{'a': 0.5, 'e': 0.07499788516467162}",25,11,25.88032321077204,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2590,False,"{'a': 0.5, 'e': 0.07492288727950695}",20,15,10.64155132776016,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2591,False,"{'a': 0.5, 'e': 0.07484796439222745}",30,0,43.4293674521228,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
2592,False,"{'a': 0.5, 'e': 0.07477311642783521}",25,15,23.004767786017734,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2593,False,"{'a': 0.5, 'e': 0.07469834331140739}",20,14,10.593316564167306,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2594,False,"{'a': 0.5, 'e': 0.07462364496809597}",25,17,14.757150742842057,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2595,False,"{'a': 0.5, 'e': 0.07454902132312788}",25,10,25.378431371447313,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2596,False,"{'a': 0.5, 'e': 0.07447447230180475}",20,0,23.900005054179857,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2597,False,"{'a': 0.5, 'e': 0.07439999782950295}",30,11,29.270787158495487,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2598,False,"{'a': 0.5, 'e': 0.07432559783167345}",25,13,19.007928400869716,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2599,False,"{'a': 0.5, 'e': 0.07425127223384177}",30,24,12.071067496780572,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2600,False,"{'a': 0.5, 'e': 0.07417702096160793}",20,13,14.926085735263472,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2601,False,"{'a': 0.5, 'e': 0.07410284394064631}",25,14,16.613164321178537,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2602,False,"{'a': 0.5, 'e': 0.07402874109670567}",25,15,17.1521996042738,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2603,False,"{'a': 0.5, 'e': 0.07395471235560896}",20,3,28.80511328932405,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2604,False,"{'a': 0.5, 'e': 0.07388075764325336}",20,15,9.078706291428297,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2605,False,"{'a': 0.5, 'e': 0.0738068768856101}",20,0,22.03392828590153,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2606,False,"{'a': 0.5, 'e': 0.07373307000872449}",30,22,14.808416588047024,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2607,False,"{'a': 0.5, 'e': 0.07365933693871576}",20,13,8.717419920635713,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2608,False,"{'a': 0.5, 'e': 0.07358567760177705}",25,18,12.89670730914445,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2609,False,"{'a': 0.5, 'e': 0.07351209192417528}",25,17,16.699739717562984,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2610,False,"{'a': 0.5, 'e': 0.0734385798322511}",30,17,18.691191783603895,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2611,False,"{'a': 0.5, 'e': 0.07336514125241884}",20,15,10.546020085183855,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2612,False,"{'a': 0.5, 'e': 0.07329177611116643}",20,8,19.557931158417702,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2613,False,"{'a': 0.5, 'e': 0.07321848433505526}",35,22,22.88222689501285,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2614,False,"{'a': 0.5, 'e': 0.0731452658507202}",25,8,28.230782293703584,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2615,False,"{'a': 0.5, 'e': 0.07307212058486949}",20,16,6.472275489879667,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2616,False,"{'a': 0.5, 'e': 0.07299904846428462}",20,6,28.567665083391898,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2617,False,"{'a': 0.5, 'e': 0.07292604941582033}",30,11,29.986642955619192,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2618,False,"{'a': 0.5, 'e': 0.07285312336640451}",25,18,16.433160180000154,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2619,False,"{'a': 0.5, 'e': 0.07278027024303811}",20,13,13.863624566753016,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2620,False,"{'a': 0.5, 'e': 0.07270748997279507}",20,16,8.493754077987901,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2621,False,"{'a': 0.5, 'e': 0.07263478248282228}",20,14,13.105127607796739,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2622,False,"{'a': 0.5, 'e': 0.07256214770033946}",20,6,20.099539863180542,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2623,False,"{'a': 0.5, 'e': 0.07248958555263911}",35,23,20.51529523196215,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2624,False,"{'a': 0.5, 'e': 0.07241709596708648}",30,0,44.181073853948426,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
2625,False,"{'a': 0.5, 'e': 0.0723446788711194}",20,16,6.595970672406081,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2626,False,"{'a': 0.5, 'e': 0.07227233419224827}",20,2,27.90993217081448,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2627,False,"{'a': 0.5, 'e': 0.07220006185805602}",20,2,27.666164163905968,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2628,False,"{'a': 0.5, 'e': 0.07212786179619797}",25,10,26.20660477341933,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2629,False,"{'a': 0.5, 'e': 0.07205573393440176}",20,15,8.363898211345953,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2630,False,"{'a': 0.5, 'e': 0.07198367820046736}",25,1,35.01911488976853,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
2631,False,"{'a': 0.5, 'e': 0.0719116945222669}",20,4,25.882455564214524,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2632,False,"{'a': 0.5, 'e': 0.07183978282774463}",25,13,18.936708034582587,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2633,False,"{'a': 0.5, 'e': 0.07176794304491689}",25,12,20.625577565972634,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2634,False,"{'a': 0.5, 'e': 0.07169617510187197}",25,16,18.645029178741783,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2635,False,"{'a': 0.5, 'e': 0.0716244789267701}",20,5,23.228400343853224,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2636,False,"{'a': 0.5, 'e': 0.07155285444784333}",20,15,8.370329210568144,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2637,False,"{'a': 0.5, 'e': 0.07148130159339548}",30,20,19.031553078917664,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2638,False,"{'a': 0.5, 'e': 0.07140982029180208}",25,12,19.04875998032985,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2639,False,"{'a': 0.5, 'e': 0.07133841047151028}",25,17,12.417692676028448,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2640,False,"{'a': 0.5, 'e': 0.07126707206103877}",30,20,15.460713929951194,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2641,False,"{'a': 0.5, 'e': 0.07119580498897773}",20,8,17.21787446096649,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2642,False,"{'a': 0.5, 'e': 0.07112460918398876}",30,21,16.25732426354445,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2643,False,"{'a': 0.5, 'e': 0.07105348457480477}",20,13,12.929623943868911,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2644,False,"{'a': 0.5, 'e': 0.07098243109022996}",25,14,14.076157661541114,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2645,False,"{'a': 0.5, 'e': 0.07091144865913973}",25,17,15.534339926896502,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2646,False,"{'a': 0.5, 'e': 0.0708405372104806}",20,5,16.614495722921458,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2647,False,"{'a': 0.5, 'e': 0.07076969667327011}",25,20,7.722288913858229,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2648,False,"{'a': 0.5, 'e': 0.07069892697659684}",25,15,17.065318237932733,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2649,False,"{'a': 0.5, 'e': 0.07062822804962025}",20,13,14.323996431886728,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2650,False,"{'a': 0.5, 'e': 0.07055759982157063}",25,13,20.02587863838269,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2651,False,"{'a': 0.5, 'e': 0.07048704222174906}",25,13,19.548259199784805,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2652,False,"{'a': 0.5, 'e': 0.0704165551795273}",25,16,12.499380923776876,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2653,False,"{'a': 0.5, 'e': 0.07034613862434778}",25,14,22.036009063384974,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2654,False,"{'a': 0.5, 'e': 0.07027579248572344}",20,13,14.411126215355418,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2655,False,"{'a': 0.5, 'e': 0.07020551669323771}",25,1,39.46904765161018,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
2656,False,"{'a': 0.5, 'e': 0.07013531117654447}",30,17,25.41023579426381,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2657,False,"{'a': 0.5, 'e': 0.07006517586536792}",25,0,30.526070238194574,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2658,False,"{'a': 0.5, 'e': 0.06999511068950255}",25,19,11.871436671010251,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2659,False,"{'a': 0.5, 'e': 0.06992511557881305}",30,21,19.393153554906913,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2660,False,"{'a': 0.5, 'e': 0.06985519046323424}",25,10,26.69372544205083,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2661,False,"{'a': 0.5, 'e': 0.069785335272771}",20,15,10.745273572954485,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2662,False,"{'a': 0.5, 'e': 0.06971554993749823}",20,13,13.286725260808726,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2663,False,"{'a': 0.5, 'e': 0.06964583438756074}",20,13,12.36844999824763,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2664,False,"{'a': 0.5, 'e': 0.06957618855317318}",20,10,13.225036651343823,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2665,False,"{'a': 0.5, 'e': 0.06950661236462001}",20,8,19.9601708108092,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2666,False,"{'a': 0.5, 'e': 0.06943710575225538}",20,14,10.097962377416573,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2667,False,"{'a': 0.5, 'e': 0.06936766864650314}",20,8,21.244235089770708,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2668,False,"{'a': 0.5, 'e': 0.06929830097785662}",20,13,14.688142668251018,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2669,False,"{'a': 0.5, 'e': 0.06922900267687877}",25,13,23.751751848030416,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2670,False,"{'a': 0.5, 'e': 0.0691597736742019}",25,14,21.49738495789713,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2671,False,"{'a': 0.5, 'e': 0.06909061390052769}",20,10,16.226634455850235,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2672,False,"{'a': 0.5, 'e': 0.06902152328662717}",20,12,10.1568476579704,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2673,False,"{'a': 0.5, 'e': 0.06895250176334053}",25,18,12.44337484395864,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2674,False,"{'a': 0.5, 'e': 0.06888354926157719}",20,3,31.019150346849027,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2675,False,"{'a': 0.5, 'e': 0.06881466571231562}",25,20,9.343713534532636,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2676,False,"{'a': 0.5, 'e': 0.0687458510466033}",20,14,12.654991015311849,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2677,False,"{'a': 0.5, 'e': 0.0686771051955567}",30,19,18.59620628316418,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2678,False,"{'a': 0.5, 'e': 0.06860842809036113}",25,17,9.594385292834048,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2679,False,"{'a': 0.5, 'e': 0.06853981966227078}",30,16,27.3286265047323,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2680,False,"{'a': 0.5, 'e': 0.0684712798426085}",20,13,11.540159402804896,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2681,False,"{'a': 0.5, 'e': 0.0684028085627659}",25,16,14.756363288963737,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2682,False,"{'a': 0.5, 'e': 0.06833440575420313}",25,12,24.952808563720584,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2683,False,"{'a': 0.5, 'e': 0.06826607134844893}",20,9,15.968346409662677,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2684,False,"{'a': 0.5, 'e': 0.06819780527710048}",20,9,22.5914354643632,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2685,False,"{'a': 0.5, 'e': 0.06812960747182338}",25,17,15.053998312543362,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2686,False,"{'a': 0.5, 'e': 0.06806147786435156}",30,21,16.661928861139646,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2687,False,"{'a': 0.5, 'e': 0.0679934163864872}",25,0,37.267375523470555,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2688,False,"{'a': 0.5, 'e': 0.06792542297010072}",20,4,25.64922533566462,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2689,False,"{'a': 0.5, 'e': 0.06785749754713062}",20,13,13.072219066071359,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2690,False,"{'a': 0.5, 'e': 0.06778964004958349}",25,3,33.226899664075724,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2691,False,"{'a': 0.5, 'e': 0.0677218504095339}",25,16,17.308790047547824,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2692,False,"{'a': 0.5, 'e': 0.06765412855912437}",25,20,9.35359836503557,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2693,False,"{'a': 0.5, 'e': 0.06758647443056524}",20,0,31.609069932415867,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2694,False,"{'a': 0.5, 'e': 0.06751888795613468}",25,16,16.590894421082744,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2695,False,"{'a': 0.5, 'e': 0.06745136906817854}",20,0,31.37035580383999,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2696,False,"{'a': 0.5, 'e': 0.06738391769911037}",20,15,11.481677836498594,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2697,False,"{'a': 0.5, 'e': 0.06731653378141125}",25,13,18.896240720122957,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2698,False,"{'a': 0.5, 'e': 0.06724921724762985}",20,2,28.193137715921637,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2699,False,"{'a': 0.5, 'e': 0.06718196803038222}",25,13,19.773753677016032,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2700,False,"{'a': 0.5, 'e': 0.06711478606235183}",20,6,22.690119738694058,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2701,False,"{'a': 0.5, 'e': 0.06704767127628948}",20,16,8.922028695051214,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2702,False,"{'a': 0.5, 'e': 0.0669806236050132}",20,16,7.846422474014855,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2703,False,"{'a': 0.5, 'e': 0.06691364298140817}",20,0,27.43114107206161,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2704,False,"{'a': 0.5, 'e': 0.06684672933842677}",20,15,7.35423469645575,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2705,False,"{'a': 0.5, 'e': 0.06677988260908835}",30,2,45.32375581595871,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
2706,False,"{'a': 0.5, 'e': 0.06671310272647925}",20,0,33.96497453901616,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2707,False,"{'a': 0.5, 'e': 0.06664638962375277}",30,19,19.49969882140512,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2708,False,"{'a': 0.5, 'e': 0.06657974323412902}",20,9,18.002875184092794,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2709,False,"{'a': 0.5, 'e': 0.0665131634908949}",30,0,46.35901885522486,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
2710,False,"{'a': 0.5, 'e': 0.066446650327404}",25,16,17.18803681134318,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2711,False,"{'a': 0.5, 'e': 0.06638020367707659}",25,20,8.958686245767126,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2712,False,"{'a': 0.5, 'e': 0.06631382347339952}",30,8,36.25640612467408,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2713,False,"{'a': 0.5, 'e': 0.06624750964992612}",30,17,22.209184690462678,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2714,False,"{'a': 0.5, 'e': 0.0661812621402762}",20,1,28.788457429768254,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2715,False,"{'a': 0.5, 'e': 0.06611508087813592}",35,20,30.462782045689774,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2716,False,"{'a': 0.5, 'e': 0.06604896579725777}",20,3,29.981692559428232,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2717,False,"{'a': 0.5, 'e': 0.06598291683146053}",20,8,24.148248285825186,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2718,False,"{'a': 0.5, 'e': 0.06591693391462906}",20,12,10.891310282624252,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2719,False,"{'a': 0.5, 'e': 0.06585101698071444}",20,12,10.172044410352425,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2720,False,"{'a': 0.5, 'e': 0.06578516596373372}",20,6,27.095759984892297,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2721,False,"{'a': 0.5, 'e': 0.06571938079776998}",20,0,28.51265693551779,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2722,False,"{'a': 0.5, 'e': 0.06565366141697221}",30,22,15.605805751488365,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2723,False,"{'a': 0.5, 'e': 0.06558800775555525}",30,0,39.601563986689264,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
2724,False,"{'a': 0.5, 'e': 0.06552241974779968}",20,8,26.798897367452238,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2725,False,"{'a': 0.5, 'e': 0.06545689732805189}",20,3,27.118031493438256,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2726,False,"{'a': 0.5, 'e': 0.06539144043072384}",30,7,36.66565188703641,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
2727,False,"{'a': 0.5, 'e': 0.06532604899029311}",20,6,26.52417383166394,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2728,False,"{'a': 0.5, 'e': 0.06526072294130282}",20,14,11.51978695840829,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2729,False,"{'a': 0.5, 'e': 0.06519546221836152}",30,16,24.331120450265786,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2730,False,"{'a': 0.5, 'e': 0.06513026675614315}",20,14,10.50654712627189,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2731,False,"{'a': 0.5, 'e': 0.06506513648938701}",20,10,17.46790188808973,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2732,False,"{'a': 0.5, 'e': 0.06500007135289762}",25,7,31.59483195280363,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2733,False,"{'a': 0.5, 'e': 0.06493507128154473}",25,5,35.309580959934976,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2734,False,"{'a': 0.5, 'e': 0.06487013621026318}",25,14,20.874431587835915,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2735,False,"{'a': 0.5, 'e': 0.06480526607405292}",20,8,24.749953802883052,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2736,False,"{'a': 0.5, 'e': 0.06474046080797886}",30,10,26.79984615522527,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2737,False,"{'a': 0.5, 'e': 0.06467572034717088}",20,3,25.71981257664056,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2738,False,"{'a': 0.5, 'e': 0.06461104462682371}",25,13,21.76855806462872,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2739,False,"{'a': 0.5, 'e': 0.06454643358219689}",25,20,9.64655512556825,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2740,False,"{'a': 0.5, 'e': 0.06448188714861469}",20,16,7.784105738348523,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2741,False,"{'a': 0.5, 'e': 0.06441740526146608}",20,7,20.657911287622664,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2742,False,"{'a': 0.5, 'e': 0.06435298785620461}",25,14,21.932645675426212,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2743,False,"{'a': 0.5, 'e': 0.0642886348683484}",25,20,10.126208017523798,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2744,False,"{'a': 0.5, 'e': 0.06422434623348006}",35,17,34.73391741436359,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2745,False,"{'a': 0.5, 'e': 0.06416012188724658}",30,21,13.865931050301828,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2746,False,"{'a': 0.5, 'e': 0.06409596176535934}",30,4,36.590784558702524,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
2747,False,"{'a': 0.5, 'e': 0.06403186580359398}",25,15,18.176156921500123,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2748,False,"{'a': 0.5, 'e': 0.06396783393779037}",20,12,14.058599371845942,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2749,False,"{'a': 0.5, 'e': 0.06390386610385258}",20,10,14.537287523364089,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2750,False,"{'a': 0.5, 'e': 0.06383996223774874}",20,13,11.689435477986159,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2751,False,"{'a': 0.5, 'e': 0.063776122275511}",20,3,27.013126491040797,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2752,False,"{'a': 0.5, 'e': 0.06371234615323548}",25,12,20.45645567096947,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2753,False,"{'a': 0.5, 'e': 0.06364863380708224}",20,14,8.634168561210611,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2754,False,"{'a': 0.5, 'e': 0.06358498517327515}",25,0,34.49707039372309,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2755,False,"{'a': 0.5, 'e': 0.06352140018810189}",30,18,21.031603222207753,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2756,False,"{'a': 0.5, 'e': 0.06345787878791379}",20,9,22.706287156769932,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2757,False,"{'a': 0.5, 'e': 0.06339442090912586}",25,13,20.968313165390185,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2758,False,"{'a': 0.5, 'e': 0.06333102648821674}",20,14,12.984002825947577,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2759,False,"{'a': 0.5, 'e': 0.06326769546172853}",35,16,35.668245017713765,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2760,False,"{'a': 0.5, 'e': 0.0632044277662668}",20,8,21.61735583741183,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2761,False,"{'a': 0.5, 'e': 0.06314122333850053}",25,9,30.4027039099588,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2762,False,"{'a': 0.5, 'e': 0.06307808211516203}",30,22,12.219007089882222,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2763,False,"{'a': 0.5, 'e': 0.06301500403304687}",20,14,10.206279164414028,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2764,False,"{'a': 0.5, 'e': 0.06295198902901382}",35,21,27.16284524855247,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2765,False,"{'a': 0.5, 'e': 0.0628890370399848}",25,14,16.132366494676955,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2766,False,"{'a': 0.5, 'e': 0.06282614800294482}",25,8,27.71771627508928,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2767,False,"{'a': 0.5, 'e': 0.06276332185494188}",20,12,11.033637213253176,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2768,False,"{'a': 0.5, 'e': 0.06270055853308694}",35,3,47.03181272714523,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 0}",1
2769,False,"{'a': 0.5, 'e': 0.06263785797455385}",20,4,25.74214973682012,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
